Region,Crop,Variety,Rainfall (mm),Temperature (°C),Arrival (Quintals),Min Price (Rs/qtl),Max Price (Rs/qtl),Modal Price (Rs/qtl),Humidity (%),Pesticide Used (litres/ha)
Uttar Pradesh,Rice,Basmati,73.05,31.93,789.46,993.01,1199.72,1179.72,63.05,3.87
Bihar,Potato,Kufri Jyoti,112.39,29.53,1675.13,1154.15,1261.63,1241.63,46.61,4.5
Maharashtra,Rice,Basmati,127.29,35.11,525.72,1491.09,1555.82,1535.82,46.78,3.08
Punjab,Potato,Kufri Jyoti,16.93,27.14,1541.52,1414.34,1559.33,1539.33,87.45,3.62
Karnataka,Maize,Hybrid-1,125.77,26.21,452.66,1777.87,1846.41,1826.41,80.9,3.84
Punjab,Onion,Nashik Red,13.76,30.14,1710.6,1215.74,1337.91,1317.91,51.73,4.52
Uttar Pradesh,Wheat,HD-2967,105.09,29.32,956.53,1011.83,1122.88,1102.88,77.95,1.95
Punjab,Potato,Kufri Jyoti,20.84,26.75,1864.25,1399.64,1514.18,1494.18,83.26,3.58
Tamil Nadu,Wheat,HD-2967,22.9,36.19,943.14,944.34,1038.5,1018.5,81.68,5
Punjab,Onion,Nashik Red,62.24,27.96,2694.67,1469.09,1549.02,1529.02,63.65,4.45
Punjab,Onion,Nashik Red,77.55,38.12,2047.61,1090.56,1255.91,1235.91,65.73,1.37
Punjab,Wheat,HD-2967,59.79,37.95,365.73,1660.88,1751.24,1731.24,54.09,4.89
Bihar,Maize,Hybrid-1,41.94,24.98,671.42,890.62,1025.91,1005.91,85.33,1.67
Karnataka,Wheat,HD-2967,30.94,34.05,621.26,1668.05,1750.96,1730.96,77.29,2.43
Karnataka,Rice,Basmati,107.73,24.97,695.21,1735.6,1864.35,1844.35,57.74,1.5
Punjab,Maize,Hybrid-1,53.85,32.07,882.89,1159.33,1325.48,1305.48,41.8,1.3
Karnataka,Onion,Nashik Red,110.41,38.32,2574.99,1220.14,1328.68,1308.68,53.87,4.42
Bihar,Maize,Hybrid-1,91.41,31.96,598.21,1736.42,1949.31,1929.31,79.39,2.71
Karnataka,Rice,Basmati,25.13,36.9,473.57,847.14,1024.18,1004.18,46.95,3.99
Bihar,Maize,Hybrid-1,12.63,36.03,589.93,1658.64,1758.91,1738.91,69.72,1.15
Maharashtra,Rice,Basmati,23.95,39.73,603.93,1613.81,1821.87,1801.87,39.97,4.26
Tamil Nadu,Tomato,Local Red,31.01,27.85,2097.04,1474.38,1659.28,1639.28,47.25,1.16
Uttar Pradesh,Potato,Kufri Jyoti,125.45,34.94,1762.03,1636.29,1720.79,1700.79,84.79,3.2
Maharashtra,Maize,Hybrid-1,120.89,36.83,1014.01,903.17,1057.27,1037.27,90.65,4.25
Bihar,Wheat,HD-2967,72.13,40.02,904.62,1680.92,1740.21,1720.21,52.67,3.56
Maharashtra,Rice,Basmati,106.38,31.89,693.7,1273.32,1385.45,1365.45,77.55,2.65
Bihar,Onion,Nashik Red,60.22,31.58,2728.01,1628.47,1708.89,1688.89,81.09,3.99
Karnataka,Maize,Hybrid-1,93.24,33.04,698.09,1269.52,1485.32,1465.32,44.21,3.66
Uttar Pradesh,Tomato,Local Red,87.15,24.86,1622.53,816.62,976.77,956.77,84.78,3.24
Punjab,Tomato,Local Red,50.74,38.86,2359.12,1267.9,1459.43,1439.43,48.19,4.22
Punjab,Tomato,Local Red,141.29,39.61,1715.84,820.63,917.9,897.9,72.11,3.44
Punjab,Onion,Nashik Red,8.39,38.14,2630.85,1365.08,1474.51,1454.51,76.92,2.04
Tamil Nadu,Potato,Kufri Jyoti,67.04,35.15,1857.62,1494.26,1744.73,1724.73,85.91,1.87
Karnataka,Rice,Basmati,103.81,34.91,475.06,1774.98,1945.09,1925.09,62.73,2.57
Maharashtra,Tomato,Local Red,10.33,32.22,1855.78,919.09,1164.54,1144.54,58.71,2.44
Tamil Nadu,Onion,Nashik Red,66.34,31.79,1927.57,1634.43,1713.39,1693.39,89.04,1.33
Karnataka,Rice,Basmati,50.49,30.76,476.82,1303.23,1450.17,1430.17,58.29,4.83
Karnataka,Wheat,HD-2967,5.44,40.05,856.5,1132.34,1277.75,1257.75,49.58,3.54
Tamil Nadu,Onion,Nashik Red,27.36,29.46,1610.1,1005.2,1236.9,1216.9,49.8,2.77
Bihar,Tomato,Local Red,103.59,30.01,1716.22,790.97,1009.15,989.15,56.21,3.2
Uttar Pradesh,Tomato,Local Red,122.72,40.26,1782.89,1661.75,1814.62,1794.62,70.4,4.05
Bihar,Wheat,HD-2967,58.57,36.63,601.36,939.39,1075.1,1055.1,41.34,2.65
Uttar Pradesh,Potato,Kufri Jyoti,86.97,34.14,2409.73,969.05,1181.01,1161.01,43.52,4.03
Bihar,Wheat,HD-2967,24.91,26.86,699.8,1508.35,1615.61,1595.61,88.81,1.6
Uttar Pradesh,Onion,Nashik Red,14.5,26.78,2560.43,1297.3,1418.72,1398.72,76.11,3.44
Punjab,Potato,Kufri Jyoti,83.87,26.47,1870.03,1121.84,1302.86,1282.86,44.92,4.9
Karnataka,Tomato,Local Red,149.42,34.07,1845.63,1497.45,1688.26,1668.26,79.05,2.97
Tamil Nadu,Onion,Nashik Red,48.23,29.77,2132.28,1642.56,1831.65,1811.65,86.84,4.43
Uttar Pradesh,Tomato,Local Red,55.14,27.89,1719.41,814.73,903.77,883.77,75.63,2.29
Punjab,Maize,Hybrid-1,32.74,35.96,413.13,1786.5,1945.2,1925.2,83.72,4.97
Bihar,Onion,Nashik Red,89.96,27.92,1553.24,1038.87,1250.17,1230.17,85.84,1.55
Tamil Nadu,Onion,Nashik Red,118.84,30.01,2444,1624.71,1782.97,1762.97,46.86,3.16
Karnataka,Potato,Kufri Jyoti,109.8,32.33,2697.84,1287.12,1405.38,1385.38,40.37,3.87
Bihar,Rice,Basmati,118.35,36.89,618.29,1665.21,1844.01,1824.01,56.74,3.5
Maharashtra,Onion,Nashik Red,68.82,37.09,2685.88,1626.72,1853.61,1833.61,39.49,4.16
Tamil Nadu,Tomato,Local Red,54.36,36.14,1799.97,1166.98,1252.89,1232.89,51.23,4.61
Karnataka,Rice,Basmati,101.06,31.86,370.58,1508.02,1692.57,1672.57,49.4,4.09
Punjab,Wheat,HD-2967,11.8,27.88,495.58,1899.3,2006.07,1986.07,47.47,1.58
Maharashtra,Onion,Nashik Red,85.38,31.81,737.94,990.28,1145.74,1125.74,67.24,4.69
Tamil Nadu,Tomato,Local Red,120.88,34.62,2497.33,906.34,1017.69,997.69,86.01,4.9
Bihar,Maize,Hybrid-1,59.18,29.72,592.26,1702.12,1837.8,1817.8,75.83,4.47
Karnataka,Potato,Kufri Jyoti,21.69,26.12,2189.16,807.65,899.14,879.14,47.42,1.3
Punjab,Maize,Hybrid-1,51.75,32.95,594.53,1545.87,1750.96,1730.96,44.28,3.1
Maharashtra,Rice,Basmati,32.57,30.03,437.07,1575.25,1638.86,1618.86,42.85,2.18
Bihar,Onion,Nashik Red,134.45,34.55,1624.88,1183.23,1238.21,1218.21,63.82,3.06
Karnataka,Tomato,Local Red,128.07,29.94,1597.45,855.3,880.29,860.29,65.55,4.61
Uttar Pradesh,Tomato,Local Red,117.67,30.87,2854.33,1276.88,1408.43,1388.43,85.73,4.91
Punjab,Potato,Kufri Jyoti,13.98,28.42,2717.96,1595.43,1718.12,1698.12,84.03,4.61
Tamil Nadu,Wheat,HD-2967,56.82,39.66,835.34,1601.2,1735.67,1715.67,75.61,2
Punjab,Maize,Hybrid-1,71.4,27.33,839.41,1381.72,1481.28,1461.28,75.22,1.48
Punjab,Onion,Nashik Red,50.67,30.95,2281.81,1289.72,1442.58,1422.58,88.7,1.77
Punjab,Tomato,Local Red,44.05,31.35,1901.7,1334.81,1461.39,1441.39,53.03,4.29
Punjab,Rice,Basmati,113.76,38.39,921.52,1517.51,1615.55,1595.55,68.87,0.99
Bihar,Onion,Nashik Red,72.14,26.18,2195.1,1628.71,1698.81,1678.81,73.82,1.97
Karnataka,Wheat,HD-2967,131.89,39.52,933.37,1480.89,1605.38,1585.38,66.94,4.1
Uttar Pradesh,Potato,Kufri Jyoti,122.67,25.93,2365.88,816.27,1047.11,1027.11,80.4,4.69
Bihar,Rice,Basmati,129.34,27.3,734.66,1543.77,1703.53,1683.53,71.82,3.45
Karnataka,Rice,Basmati,128.18,31.9,1008.1,1529.6,1712.7,1692.7,87.82,4.58
Karnataka,Rice,Basmati,61.38,38.97,793.43,1227.74,1379.3,1359.3,88.43,4.03
Tamil Nadu,Onion,Nashik Red,119.15,31.83,2643.3,842.88,985.97,965.97,70,2.49
Punjab,Tomato,Local Red,119.57,29.99,2939.08,1396.64,1613.15,1593.15,58.27,5.05
Tamil Nadu,Wheat,HD-2967,142.31,38.02,516.57,1741.39,1947.02,1927.02,62.53,4.51
Karnataka,Potato,Kufri Jyoti,44.71,35.17,2228.2,1000.34,1221.13,1201.13,83.24,3.1
Karnataka,Wheat,HD-2967,102.27,39.08,790.79,1689.84,1865.77,1845.77,43.31,4.92
Bihar,Rice,Basmati,6.38,24.48,713.86,1458.44,1627.44,1607.44,45.37,4.26
Punjab,Maize,Hybrid-1,123.66,24.94,887.78,1216.38,1335.99,1315.99,39.4,4.07
Bihar,Rice,Basmati,139.77,31.86,453.11,1303.01,1359.03,1339.03,64.08,2.41
Tamil Nadu,Wheat,HD-2967,121.98,39.18,604.12,1043.01,1153.45,1133.45,62.07,2.96
Bihar,Rice,Basmati,4.99,35.88,917.36,833.04,917.08,897.08,54.78,2.43
Maharashtra,Wheat,HD-2967,18.28,29.26,832.69,858.9,1026.12,1006.12,70.14,3.06
Maharashtra,Onion,Nashik Red,25.22,24.93,2896.85,1717.75,1813.35,1793.35,68.54,1.5
Punjab,Maize,Hybrid-1,97.04,32.98,573.52,1034.05,1165.62,1145.62,73.05,2.3
Uttar Pradesh,Maize,Hybrid-1,128.42,26.53,349.07,1498.86,1616.17,1596.17,72,4.11
Karnataka,Onion,Nashik Red,59.81,28,2837.99,1182.05,1382.55,1362.55,45.32,3.75
Maharashtra,Potato,Kufri Jyoti,9.95,30.76,2757.57,1553.7,1634.82,1614.82,85.4,4.53
Maharashtra,Rice,Basmati,82.79,38.31,524.35,1722.72,1865.69,1845.69,43.9,1.83
Bihar,Wheat,HD-2967,126.04,26.95,568.03,1002.95,1071.26,1051.26,47.02,2.52
Karnataka,Rice,Basmati,127.96,32.41,671.33,902.11,963.69,943.69,44.59,4.87
Maharashtra,Wheat,HD-2967,71.46,29.88,615.84,1606.44,1700.45,1680.45,77.57,1.37
Tamil Nadu,Potato,Kufri Jyoti,125.4,28.29,2024.1,1161.46,1305.1,1285.1,89.56,3.37
Uttar Pradesh,Rice,Basmati,73.16,31.84,737.65,986.89,1203.58,1183.58,62.44,3.73
Bihar,Potato,Kufri Jyoti,111.22,30,1729.31,1132.59,1252.11,1232.11,45.67,4.41
Maharashtra,Rice,Basmati,132.3,35.26,511.03,1459.76,1530.32,1510.32,46.06,3.01
Punjab,Potato,Kufri Jyoti,16.32,27.15,1556.84,1373.7,1564.55,1544.55,86.14,3.61
Karnataka,Maize,Hybrid-1,126.93,26.3,519.14,1770.17,1854.76,1834.76,80.66,3.84
Punjab,Onion,Nashik Red,11.47,30.01,1649.75,1237.97,1291.28,1271.28,51.06,4.48
Uttar Pradesh,Wheat,HD-2967,103.26,28.96,988.8,1005.99,1153.95,1133.95,78.39,1.91
Punjab,Potato,Kufri Jyoti,18.47,27.16,1867.39,1390.11,1482.18,1462.18,83.65,3.51
Tamil Nadu,Wheat,HD-2967,20.79,35.84,1040.08,946.37,1050.2,1030.2,80.92,4.99
Punjab,Onion,Nashik Red,63.8,28.05,2636.34,1448.59,1582.39,1562.39,64.35,4.42
Punjab,Onion,Nashik Red,79.56,38.22,2020.5,1104.56,1252.45,1232.45,65.35,1.25
Punjab,Wheat,HD-2967,61.13,38.38,467.93,1676.45,1750.04,1730.04,55.41,4.92
Bihar,Maize,Hybrid-1,37.69,25.05,728.6,905.86,1020.81,1000.81,86.7,1.7
Karnataka,Wheat,HD-2967,34.97,33.92,599.84,1684.85,1745.86,1725.86,76.23,2.59
Karnataka,Rice,Basmati,109.19,25.14,584.3,1704.38,1906.76,1886.76,56.34,1.37
Punjab,Maize,Hybrid-1,57.7,31.91,912.69,1190.47,1318.04,1298.04,40.96,1.26
Karnataka,Onion,Nashik Red,113.98,38.13,2630.07,1215.97,1323,1303,54.42,4.47
Bihar,Maize,Hybrid-1,92.17,31.85,584.68,1750.97,1956.01,1936.01,80.29,2.63
Karnataka,Rice,Basmati,22.97,37.24,503.18,857.9,984.21,964.21,47.33,4.15
Bihar,Maize,Hybrid-1,12.07,36.16,596.76,1659.82,1776.06,1756.06,69.55,1.12
Maharashtra,Rice,Basmati,27.91,39.54,606.51,1622.62,1803.22,1783.22,41.99,4.28
Tamil Nadu,Tomato,Local Red,34.4,27.69,2220.66,1510.25,1668.93,1648.93,48.74,1.15
Uttar Pradesh,Potato,Kufri Jyoti,128.73,34.92,1718.02,1625.81,1706.88,1686.88,81.48,3.26
Maharashtra,Maize,Hybrid-1,118.84,36.85,934.94,869.63,1076.77,1056.77,90.58,4.19
Bihar,Wheat,HD-2967,72.4,39.85,938.94,1657.53,1754.5,1734.5,53.74,3.62
Maharashtra,Rice,Basmati,104.44,32.06,725.96,1305.77,1381.46,1361.46,78.02,2.53
Bihar,Onion,Nashik Red,64.22,31.55,2832.54,1604.46,1710.97,1690.97,81.26,4.07
Karnataka,Maize,Hybrid-1,97.93,32.87,668.83,1289.15,1470.03,1450.03,45.34,3.67
Uttar Pradesh,Tomato,Local Red,89.23,24.53,1630.51,840.28,956.62,936.62,84.04,3.28
Punjab,Tomato,Local Red,50.29,39.04,2346.82,1281.88,1479.15,1459.15,48.22,4.35
Punjab,Tomato,Local Red,141.72,39.97,1759.58,793,933.18,913.18,71.52,3.41
Punjab,Onion,Nashik Red,6.51,37.93,2619.15,1380.96,1435.17,1415.17,76.4,2.06
Tamil Nadu,Potato,Kufri Jyoti,67.51,34.89,1767.96,1519.68,1720.69,1700.69,88.07,1.93
Karnataka,Rice,Basmati,107.24,34.75,537.85,1731.95,1963.5,1943.5,63.86,2.72
Maharashtra,Tomato,Local Red,10.95,32.03,1747.01,953.42,1174.41,1154.41,56.67,2.48
Tamil Nadu,Onion,Nashik Red,69.78,31.95,1918.68,1642.49,1716.35,1696.35,87.48,1.3
Karnataka,Rice,Basmati,53.28,31.33,497.91,1322.09,1434.74,1414.74,58.81,4.96
Karnataka,Wheat,HD-2967,9.11,39.89,738.49,1130.24,1283.92,1263.92,48.45,3.41
Tamil Nadu,Onion,Nashik Red,26.63,29.02,1544.69,1017.98,1247.11,1227.11,48.02,2.73
Bihar,Tomato,Local Red,105.92,30.26,1685.66,790.87,984.5,964.5,57.01,3.14
Uttar Pradesh,Tomato,Local Red,114.17,39.64,1914.56,1676.3,1781.36,1761.36,69.81,3.99
Bihar,Wheat,HD-2967,60.26,37.04,631.35,969.67,1103.54,1083.54,41.8,2.62
Uttar Pradesh,Potato,Kufri Jyoti,92.92,34.18,2368.93,988.32,1190.37,1170.37,45.67,4.01
Bihar,Wheat,HD-2967,31.95,27.37,636.08,1503.88,1647.1,1627.1,90.1,1.61
Uttar Pradesh,Onion,Nashik Red,17.11,27.04,2478.8,1331.19,1387.4,1367.4,76.92,3.3
Punjab,Potato,Kufri Jyoti,80.93,27.37,1868.33,1118.45,1291.29,1271.29,46.01,4.92
Karnataka,Tomato,Local Red,146.28,33.75,1820.1,1489.37,1623.56,1603.56,78.07,2.92
Tamil Nadu,Onion,Nashik Red,42.37,30.33,2140.78,1664.23,1848.59,1828.59,85.69,4.43
Uttar Pradesh,Tomato,Local Red,59.1,27.96,1710.62,836.27,908.84,888.84,74.21,2.17
Punjab,Maize,Hybrid-1,30.11,36.18,427.66,1795.02,1948.05,1928.05,84.55,4.92
Bihar,Onion,Nashik Red,92.01,28.25,1569.2,1047.67,1258.03,1238.03,86.59,1.56
Tamil Nadu,Onion,Nashik Red,116.5,29.84,2426.78,1650.27,1774.33,1754.33,47.75,3.27
Karnataka,Potato,Kufri Jyoti,109.18,32.25,2641.81,1281.67,1457.9,1437.9,41.05,3.83
Bihar,Rice,Basmati,120.27,37.03,527.33,1630.33,1807.55,1787.55,55.6,3.44
Maharashtra,Onion,Nashik Red,66,37.11,2691.61,1642.5,1865.87,1845.87,41.85,4.29
Tamil Nadu,Tomato,Local Red,54.24,35.89,1830.67,1186,1263.76,1243.76,52.59,4.5
Karnataka,Rice,Basmati,100.31,31.75,468.61,1518.38,1714.79,1694.79,50.89,3.97
Punjab,Wheat,HD-2967,8.99,27.96,518.42,1915.67,2017.9,1997.9,49.1,1.65
Maharashtra,Onion,Nashik Red,83.99,32.27,844.99,1005,1156.44,1136.44,65.84,4.57
Tamil Nadu,Tomato,Local Red,117.45,35.09,2526.84,892.98,1009.85,989.85,86.38,4.89
Bihar,Maize,Hybrid-1,59.59,30.72,548.02,1706.26,1833.58,1813.58,74.55,4.57
Karnataka,Potato,Kufri Jyoti,27.82,26.33,2201.22,819.76,882.81,862.81,46.98,1.36
Punjab,Maize,Hybrid-1,52.96,32.94,628.48,1532.46,1770.57,1750.57,44.07,3.06
Maharashtra,Rice,Basmati,36.82,29.91,445.12,1572.52,1652.24,1632.24,45,2.22
Bihar,Onion,Nashik Red,132.34,33.83,1645.69,1171.42,1261.81,1241.81,62.08,3.1
Karnataka,Tomato,Local Red,125.33,30.01,1717.95,834.34,886.35,866.35,66.05,4.55
Uttar Pradesh,Tomato,Local Red,114.41,30.43,2790.99,1253.92,1387.35,1367.35,84.45,4.88
Punjab,Potato,Kufri Jyoti,16.06,28.02,2829.49,1601.48,1698.5,1678.5,82.21,4.68
Tamil Nadu,Wheat,HD-2967,55.41,39.74,888.43,1588.25,1711.86,1691.86,74.79,2.03
Punjab,Maize,Hybrid-1,76.82,26.76,811.61,1417.72,1478.69,1458.69,75.1,1.44
Punjab,Onion,Nashik Red,49.24,30.87,2266.11,1310.2,1438.91,1418.91,88.89,1.76
Punjab,Tomato,Local Red,41.13,31.25,1867.86,1300.77,1421.19,1401.19,52.44,4.35
Punjab,Rice,Basmati,120.53,37.92,972.3,1510.56,1615.89,1595.89,66.6,1.14
Bihar,Onion,Nashik Red,70.12,26.13,2303.28,1596.65,1681.52,1661.52,74.4,1.9
Karnataka,Wheat,HD-2967,136.57,39.67,963,1515.74,1609.77,1589.77,66.46,4.02
Uttar Pradesh,Potato,Kufri Jyoti,120.22,26.05,2390.22,845.12,1074.69,1054.69,81.24,4.7
Bihar,Rice,Basmati,132.1,27.21,762.78,1546.61,1751.09,1731.09,73.65,3.63
Karnataka,Rice,Basmati,125.16,31.67,913.41,1539.03,1717.21,1697.21,87.35,4.72
Karnataka,Rice,Basmati,62.19,39.16,839.39,1236.24,1353.06,1333.06,87.96,4.22
Tamil Nadu,Onion,Nashik Red,120.52,31.65,2556.18,830.1,1008.6,988.6,68.68,2.47
Punjab,Tomato,Local Red,115.67,29.79,2928.35,1434.36,1627.41,1607.41,59.07,4.9
Tamil Nadu,Wheat,HD-2967,142.01,37.6,472.15,1761.84,1961.98,1941.98,62.54,4.6
Karnataka,Potato,Kufri Jyoti,49.41,34.75,2353.49,1005.69,1225.62,1205.62,82.48,3.25
Karnataka,Wheat,HD-2967,101.28,38.81,840.52,1681.7,1882.69,1862.69,42.88,4.84
Bihar,Rice,Basmati,7.14,25.36,704.96,1447.11,1600.26,1580.26,45.02,4.39
Punjab,Maize,Hybrid-1,122.01,25.06,887.13,1184.91,1369.41,1349.41,39.3,4.09
Bihar,Rice,Basmati,137.2,31.96,444.47,1273.79,1358.17,1338.17,64.7,2.55
Tamil Nadu,Wheat,HD-2967,122.67,39.29,544.22,1024.36,1185.53,1165.53,65.02,3.09
Bihar,Rice,Basmati,9.42,36.02,959.15,825.25,893.33,873.33,52.07,2.51
Maharashtra,Wheat,HD-2967,17.28,29.16,993.54,841.87,1037.64,1017.64,71.27,2.99
Maharashtra,Onion,Nashik Red,25.27,25.22,2863.42,1732.91,1801.64,1781.64,70.75,1.58
Punjab,Maize,Hybrid-1,99.94,33.34,573.45,1023.69,1151.95,1131.95,72.8,2.32
Uttar Pradesh,Maize,Hybrid-1,129.84,26.72,411.74,1493.46,1586.24,1566.24,73.64,4.22
Karnataka,Onion,Nashik Red,58.34,27.8,2882.96,1184.42,1386.67,1366.67,45.23,3.71
Maharashtra,Potato,Kufri Jyoti,9.16,30.89,2712.01,1558.26,1649.62,1629.62,86.56,4.6
Maharashtra,Rice,Basmati,80.35,38.13,464.8,1729.98,1848.61,1828.61,45.44,1.78
Bihar,Wheat,HD-2967,125.17,26.5,560.61,1025.92,1110.91,1090.91,46.41,2.47
Karnataka,Rice,Basmati,131.11,32.22,706.48,909.17,979.77,959.77,45.85,4.92
Maharashtra,Wheat,HD-2967,74.01,29.88,597.55,1596.51,1691.77,1671.77,76.6,1.45
Tamil Nadu,Potato,Kufri Jyoti,124.59,27.83,1971.79,1159.72,1295.12,1275.12,89.98,3.29
Uttar Pradesh,Rice,Basmati,72.23,32.17,642.38,979.43,1184.25,1164.25,62.69,3.86
Bihar,Potato,Kufri Jyoti,115.14,30.33,1596.83,1133.69,1239.81,1219.81,45.65,4.55
Maharashtra,Rice,Basmati,132.58,35.12,501.99,1479.98,1553.4,1533.4,46.08,3.01
Punjab,Potato,Kufri Jyoti,19.56,26.74,1481.65,1395.4,1575.42,1555.42,87.09,3.72
Karnataka,Maize,Hybrid-1,124.92,25.31,503.22,1740.41,1871.21,1851.21,78.34,3.8
Punjab,Onion,Nashik Red,13.74,29.85,1656.21,1260.77,1317.53,1297.53,49.74,4.4
Uttar Pradesh,Wheat,HD-2967,105.39,28.93,1047.82,1020.83,1135.81,1115.81,77.89,1.81
Punjab,Potato,Kufri Jyoti,21.82,26.94,1847.67,1377.38,1530.12,1510.12,83.89,3.6
Tamil Nadu,Wheat,HD-2967,26.04,36.32,921.39,936.19,1043.79,1023.79,80.46,4.94
Punjab,Onion,Nashik Red,61.82,27.85,2690.35,1464.78,1574.88,1554.88,65.85,4.54
Punjab,Onion,Nashik Red,79.59,38.09,2067.1,1066.47,1254.67,1234.67,64.07,1.2
Punjab,Wheat,HD-2967,55.75,38,447.88,1647.47,1764.79,1744.79,55.01,4.94
Bihar,Maize,Hybrid-1,37.94,24.86,703.13,882.43,1047.84,1027.84,86.54,1.81
Karnataka,Wheat,HD-2967,29.12,34.31,653.65,1661.1,1746.38,1726.38,77.43,2.42
Karnataka,Rice,Basmati,110.06,24.75,595.89,1711.51,1900.22,1880.22,57.71,1.52
Punjab,Maize,Hybrid-1,58.05,31.92,986.1,1157.17,1313.04,1293.04,41.54,1.15
Karnataka,Onion,Nashik Red,113.45,37.92,2659.54,1188.42,1341.3,1321.3,54.11,4.44
Bihar,Maize,Hybrid-1,94.91,31.98,579.33,1768.87,1967.51,1947.51,79.65,2.57
Karnataka,Rice,Basmati,26.64,37.31,511.76,846.89,996.19,976.19,46.98,4.05
Bihar,Maize,Hybrid-1,10.77,35.83,619.55,1690.37,1766.17,1746.17,70.09,1.1
Maharashtra,Rice,Basmati,25.04,39.81,577.39,1626.96,1854.97,1834.97,41.09,4.27
Tamil Nadu,Tomato,Local Red,31.31,27.83,2164.03,1530.94,1678.86,1658.86,47.74,1.22
Uttar Pradesh,Potato,Kufri Jyoti,126.36,35.07,1743.37,1611.62,1698.23,1678.23,82.26,3.29
Maharashtra,Maize,Hybrid-1,121.72,37.06,1055.64,935.53,1058.85,1038.85,90.41,4.27
Bihar,Wheat,HD-2967,70.15,40.14,940.6,1657.75,1737.39,1717.39,52.32,3.59
Maharashtra,Rice,Basmati,104.06,32.13,735.52,1303.77,1388.08,1368.08,77.86,2.65
Bihar,Onion,Nashik Red,62.7,32.07,2762.2,1604.64,1713.84,1693.84,81.52,4.07
Karnataka,Maize,Hybrid-1,99.15,32.88,736.81,1274.48,1474.58,1454.58,43.95,3.72
Uttar Pradesh,Tomato,Local Red,88.28,24.81,1628.03,824.64,967.7,947.7,84.76,3.36
Punjab,Tomato,Local Red,54.88,38.96,2330.59,1285.57,1467.26,1447.26,49.11,4.35
Punjab,Tomato,Local Red,140.93,40.15,1744.06,799.6,946.99,926.99,71.08,3.47
Punjab,Onion,Nashik Red,8.11,37.93,2553.2,1382.42,1462.28,1442.28,76.77,2.11
Tamil Nadu,Potato,Kufri Jyoti,67.13,34.88,1927.92,1562.16,1712.92,1692.92,85.99,1.85
Karnataka,Rice,Basmati,102.97,35.27,543.2,1796.81,1935.37,1915.37,62.48,2.6
Maharashtra,Tomato,Local Red,12.4,32.19,1756.7,937.83,1157,1137,57.67,2.35
Tamil Nadu,Onion,Nashik Red,65.65,32.44,1937.78,1609.74,1693.18,1673.18,88.41,1.21
Karnataka,Rice,Basmati,51.35,31.19,470.78,1323.84,1443.78,1423.78,59.3,4.85
Karnataka,Wheat,HD-2967,8.01,40.17,788.11,1148.22,1318.05,1298.05,49.61,3.55
Tamil Nadu,Onion,Nashik Red,31.14,28.86,1546.36,1032.06,1252.53,1232.53,49.27,2.75
Bihar,Tomato,Local Red,105.28,30.29,1700.6,812.05,1001.72,981.72,57.46,3.19
Uttar Pradesh,Tomato,Local Red,119.93,39.81,1825.67,1682.82,1817.42,1797.42,71.55,4.05
Bihar,Wheat,HD-2967,60.97,36.77,562.53,949.64,1107.89,1087.89,41.42,2.66
Uttar Pradesh,Potato,Kufri Jyoti,95.87,34.36,2371.67,976.41,1205.43,1185.43,44,4.01
Bihar,Wheat,HD-2967,29.34,26.99,672.11,1491.15,1682.54,1662.54,88.97,1.71
Uttar Pradesh,Onion,Nashik Red,13.22,27.07,2539.44,1323.18,1412.4,1392.4,76.59,3.38
Punjab,Potato,Kufri Jyoti,84.65,26.89,1893.35,1111.73,1281.49,1261.49,45.42,4.78
Karnataka,Tomato,Local Red,149.94,33.73,1839.8,1453.47,1664.22,1644.22,79,3
Tamil Nadu,Onion,Nashik Red,43.87,29.88,2019.39,1683.2,1857.06,1837.06,86.86,4.42
Uttar Pradesh,Tomato,Local Red,61.32,27.48,1777.15,794.64,948.36,928.36,73.02,2.18
Punjab,Maize,Hybrid-1,27.89,36.1,374.13,1774.99,1965.74,1945.74,85.52,4.91
Bihar,Onion,Nashik Red,91.42,28.25,1559.2,1029.71,1263.28,1243.28,85.23,1.57
Tamil Nadu,Onion,Nashik Red,118.42,30.4,2468.79,1650.55,1778.83,1758.83,47.11,3.21
Karnataka,Potato,Kufri Jyoti,109.5,32.09,2699.32,1278.98,1450.8,1430.8,41.53,3.88
Bihar,Rice,Basmati,116.91,36.67,601.97,1653.72,1777.78,1757.78,55.49,3.47
Maharashtra,Onion,Nashik Red,65.96,36.65,2670.07,1647.82,1875.74,1855.74,39.97,4.28
Tamil Nadu,Tomato,Local Red,56.51,36.33,1837.33,1166.02,1266.04,1246.04,52.2,4.67
Karnataka,Rice,Basmati,98.13,32.23,429.74,1535.56,1713.23,1693.23,49.96,4.17
Punjab,Wheat,HD-2967,9.38,27.81,513.18,1916.98,2007.45,1987.45,50.19,1.62
Maharashtra,Onion,Nashik Red,82.58,32.14,775.49,1008.8,1138.27,1118.27,65.99,4.48
Tamil Nadu,Tomato,Local Red,120.57,34.89,2510.84,901.11,1023.05,1003.05,86.34,4.95
Bihar,Maize,Hybrid-1,60.34,29.85,647.74,1699.56,1812.64,1792.64,75.38,4.35
Karnataka,Potato,Kufri Jyoti,19.05,26.06,2192.81,807.22,895.11,875.11,47.67,1.37
Punjab,Maize,Hybrid-1,51.16,33.11,648.88,1541.03,1717.98,1697.98,46.07,3.26
Maharashtra,Rice,Basmati,36.8,29.99,427.66,1550.58,1620.35,1600.35,43.78,2.23
